playerid,Pos,Age,Tm,G,GS,MP,FG,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
431,PG,25,SAS,68,68,34.8,8.4,0.462,1.4,0.327,7,0.504,0.5,2.9,0.794,1.2,7.1,8.3,9.2,2,0.3,2.6,2,21.1,murrade01
432,C,30,OKC,43,0,13.8,2.6,0.456,1.6,0.429,1,0.506,0.597,1.1,0.842,0.5,2.5,3,0.5,0.4,0.6,0.3,1.3,8,muscami01
433,SF,24,TOR,56,5,12.8,1.6,0.389,0.7,0.306,0.9,0.5,0.476,0.6,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1,4.6,mykhasv01
434,SF,28,PHO,14,0,10.4,0.9,0.343,0.3,0.286,0.6,0.381,0.4,0.4,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,naderab01
67,C-PF,29,TOT,46,11,22.6,2.8,0.522,0.5,0.329,2.3,0.599,0.569,0.9,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7,nancela02
67,C,29,POR,37,11,23.2,2.8,0.515,0.5,0.306,2.2,0.61,0.563,0.9,0.653,1.6,4.1,5.6,2,1,0.4,0.7,1.8,6.9,nancela02
67,PF,29,NOP,9,0,20.2,3,0.551,0.4,0.5,2.6,0.561,0.592,0.9,1,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,nancela02
435,SG,22,CLE,14,0,4.5,0.4,0.333,0,0,0.4,0.375,0.333,0.2,0.75,0.2,0.3,0.5,0.9,0.1,0,0.2,0.1,1.1,nembhrj01
436,SF,22,BOS,52,3,11,1.4,0.396,0.6,0.27,0.8,0.612,0.481,0.4,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,nesmiaa01
437,PG,29,WAS,70,19,19.6,2.9,0.463,0.5,0.292,2.4,0.526,0.502,1.2,0.769,0.2,1.7,1.9,3.1,0.8,0,1.1,1.5,7.5,netora01
438,PG,24,CLE,1,0,8,3,0.6,0,0,3,0.75,0.6,2,1,0,1,1,1,0,0,1,0,8,newmama01
439,PF,28,PHI,76,7,22.8,3.2,0.437,2.1,0.403,1.2,0.511,0.575,0.7,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,niangge01
440,SG,19,HOU,24,0,10.9,1.1,0.403,0.3,0.269,0.8,0.488,0.455,0.7,0.533,0.3,1.1,1.4,1.7,0.6,0,1.1,0.9,3.2,nixda01
441,PF,21,DEN,41,1,17,2.3,0.516,0.9,0.463,1.4,0.557,0.616,1,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,nnajize01
442,C,27,NYK,25,11,22.5,1.3,0.533,0,0,1.3,0.561,0.533,0.8,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,noelne01
443,SG,22,MIN,62,1,15.7,3.2,0.475,1,0.394,2.1,0.526,0.551,1.2,0.783,0.4,1.6,2,2.1,0.4,0.2,0.6,1.2,8.5,nowelja01
444,SG,23,DAL,58,5,11.8,1.5,0.399,0.7,0.342,0.9,0.455,0.484,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1,ntilila01
445,C,27,POR,56,56,28.2,5.7,0.535,0.3,0.268,5.5,0.563,0.548,3.3,0.69,3,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15,nurkiju01
446,SF,29,HOU,46,4,13.2,1.8,0.483,0.3,0.306,1.5,0.551,0.526,1,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,nwabada01
447,SF,23,MIL,62,13,19.1,3,0.403,1.3,0.348,1.7,0.455,0.488,0.6,0.837,0.6,3,3.6,1,0.4,0.3,0.9,1.3,7.9,nworajo01
457,SF,28,UTA,77,77,31.2,2.6,0.457,1.5,0.389,1.1,0.609,0.591,0.6,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1,2.4,7.4,onealro01
68,PF,27,TOT,30,0,13.5,1,0.303,0.5,0.3,0.5,0.306,0.379,0.8,0.793,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1,3.3,ojelese01
68,PF,27,MIL,20,0,15.4,0.9,0.257,0.6,0.268,0.4,0.241,0.336,0.5,0.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9,ojelese01
68,PF,27,LAC,10,0,9.8,1.2,0.414,0.4,0.444,0.8,0.4,0.483,1.3,0.813,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4,4.1,ojelese01
448,PF,23,ORL,70,20,25,3.1,0.376,1.7,0.318,1.4,0.48,0.478,0.8,0.846,0.7,4.3,5,1.7,1.4,0.6,0.8,1.4,8.6,okekech01
449,SG,23,MIN,49,6,10.5,0.9,0.404,0.3,0.298,0.6,0.491,0.471,0.7,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,okogijo01
450,C,21,ATL,48,6,20.7,3.3,0.69,0,,3.3,0.69,0.69,1.7,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,okongon01
451,SF,21,CLE,67,61,29.6,3.1,0.48,0.8,0.35,2.3,0.555,0.544,1.8,0.768,1.1,1.9,3,1.8,0.8,0.3,0.9,2.4,8.8,okorois01
452,PF,22,MIA,21,0,11.6,1.4,0.435,0.4,0.346,1,0.488,0.5,0.4,0.727,0.5,1.4,2,0.7,0.2,0.3,0.2,1.2,3.7,okpalkz01
453,SG,29,MIA,8,1,21.6,4.4,0.479,1.9,0.417,2.5,0.541,0.582,1.8,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2,1.6,12.4,oladivi01
454,SF,25,ATL,2,0,21.5,5,0.667,0.5,0.333,4.5,0.75,0.7,1,0.667,1,2,3,1.5,0.5,0.5,0,2.5,11.5,oliveca01
455,C,30,DET,40,1,19.1,3.2,0.448,1,0.336,2.2,0.527,0.517,1.7,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,olynyke01
456,SF,24,DAL,4,0,4.5,0.5,0.4,0.3,0.5,0.3,0.333,0.5,0.5,0.5,0.5,1.3,1.8,0.5,0,0,0,0.5,1.8,omorueu01
458,SG,24,UTA,16,0,2.8,0.1,0.222,0.1,0.125,0.1,1,0.278,0,0,0.1,0.4,0.4,0.3,0,0,0.1,0.4,0.3,onimi01
459,SF,26,CLE,66,3,22.2,3.7,0.432,1.9,0.357,1.8,0.559,0.544,1.3,0.664,0.4,1.8,2.2,2,0.8,0.2,1,1.9,10.7,osmande01
460,C,22,TOR,3,0,9,1,0.5,0,0,1,0.6,0.5,1,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3,oturuda01
461,SF,26,CHO,76,13,26.3,5.4,0.44,2.5,0.345,2.9,0.578,0.542,1.7,0.667,1,2.9,4,1.1,1,0.4,0.9,2.5,15,oubreke01
462,PG,27,DET,1,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,1,2,0,paigeja01
463,SG,27,DET,1,0,17,0,0,0,,0,0,0,0,,0,2,2,0,0,0,1,2,0,palmetr01
464,PG,29,CLE,24,3,6.9,0.6,0.326,0.3,0.231,0.4,0.45,0.391,0.1,0.75,0.1,0.4,0.5,1.3,0.1,0,0.3,0.5,1.6,pangoke01
465,PF,26,BOS,12,0,9.3,1.5,0.474,0.7,0.5,0.8,0.455,0.579,0.8,1,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,parkeja01
466,PF,25,UTA,58,3,12.7,2,0.485,0.7,0.37,1.3,0.583,0.57,1.1,0.767,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,5.8,pascher01
467,PG,36,PHO,65,65,32.9,5.6,0.493,1,0.317,4.6,0.559,0.536,2.6,0.837,0.3,4,4.4,10.8,1.9,0.3,2.4,2.1,14.7,paulch01
468,PG,27,PHO,58,12,22,4.1,0.409,1.2,0.336,2.9,0.449,0.469,1.3,0.843,0.4,2.6,3,4.9,0.7,0.3,1.8,2.1,10.8,payneca01
469,PG,27,PHO,50,1,11,1.3,0.383,0.1,0.222,1.3,0.401,0.394,0.2,0.375,0.4,1.3,1.8,2,0.5,0.1,0.9,0.8,3,paytoel01
470,SG,29,GSW,71,16,17.6,3,0.616,0.6,0.358,2.4,0.754,0.679,0.5,0.603,1,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1,paytoga02
471,C,28,UTA,3,0,6.3,1,0.6,0,,1,0.6,0.6,0,,1,1,2,0,0,0.3,0.7,0.3,2,pelleno01
69,PF,21,TOT,10,1,18.7,4,0.506,0.3,0.188,3.7,0.587,0.525,0.9,0.6,1.5,3.2,4.7,1.2,0.9,0.6,1.1,3.3,9.2,perryre01
69,PF,21,POR,9,1,19.7,4.3,0.5,0.3,0.188,4,0.581,0.519,1,0.6,1.7,3.4,5.1,1.3,1,0.7,1.2,3.3,10,perryre01
69,PF,21,IND,1,0,10,1,1,0,,1,1,1,0,,0,1,1,0,0,0,0,3,2,perryre01
472,PF,24,DET,13,0,13.5,1.4,0.36,1,0.333,0.4,0.455,0.49,0.1,0.5,0.5,2,2.5,0.5,0,0.5,0.4,0.9,3.8,pickeja01
473,SF,26,DAL,19,0,7.8,0.7,0.359,0.5,0.333,0.2,0.444,0.487,0.5,1,0.1,1,1.1,0.9,0.3,0.1,0.3,0.6,2.5,pinsoth01
474,C,31,CHO,73,73,24.6,2.8,0.641,0,0,2.8,0.645,0.641,0.9,0.392,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,6.5,plumlma01
475,C,26,SAS,68,67,29,6,0.618,0,1,6,0.618,0.619,1.4,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5,poeltja01
476,PF,20,OKC,61,12,20.2,3,0.408,0.9,0.289,2.1,0.498,0.47,0.6,0.7,1.2,4,5.2,2.1,0.6,0.6,1.5,1.4,7.6,pokusal01
477,SF,22,MEM,12,0,5.9,0.4,0.313,0.3,0.333,0.2,0.286,0.406,0,0,0.4,0.6,1,0.1,0.1,0.3,0.1,0.5,1.1,ponsyv01
478,SG,22,GSW,76,51,30,6.2,0.448,2.8,0.364,3.5,0.55,0.548,3.2,0.925,0.4,3,3.4,4,0.8,0.3,2.5,2.7,18.5,poolejo01
479,PG,21,HOU,61,61,31.3,5.5,0.415,2.5,0.375,3,0.456,0.511,2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6,porteke02
480,SF,23,DEN,9,9,29.4,4.1,0.359,1.1,0.208,3,0.491,0.408,0.6,0.556,1,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,portemi01
481,PF,28,GSW,63,15,22.2,3.1,0.464,1.3,0.37,1.8,0.565,0.56,0.8,0.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2,porteot01
482,C,26,MIL,72,59,28.2,5.8,0.479,1.8,0.393,3.9,0.533,0.555,1.2,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,portibo01
70,PF,26,TOT,51,51,29,6.9,0.459,1.5,0.31,5.4,0.532,0.51,4.9,0.867,2,6.1,8.1,2.3,0.7,1.6,1.6,2.7,20.2,porzikr01
70,PF,26,DAL,34,34,29.5,6.7,0.451,1.4,0.283,5.3,0.537,0.499,4.3,0.865,1.9,5.8,7.7,2,0.7,1.7,1.6,2.6,19.2,porzikr01
70,PF,26,WAS,17,17,28.2,7.2,0.475,1.7,0.367,5.5,0.522,0.531,5.9,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,22.1,porzikr01
483,C,23,DET,3,0,10.3,1.7,0.455,0,0,1.7,0.556,0.455,0.7,1,1.3,1.7,3,0,0.3,0.3,0.3,1.3,4,pottemi01
484,C,30,DAL,82,71,21.9,3.3,0.671,0.2,0.351,3.1,0.703,0.687,2,0.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7,poweldw01
485,PG,24,PHI,11,0,4.7,0.5,0.294,0.1,0.167,0.4,0.364,0.324,0.2,1,0.1,0.5,0.5,0.3,0.1,0,0.3,0.7,1.2,powelmy01
71,SF-SG,28,TOT,45,41,32.4,6.2,0.461,2.4,0.419,3.8,0.491,0.549,4.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19,powelno01
71,SF,28,POR,40,39,33.3,6.2,0.456,2.3,0.406,3.9,0.492,0.542,4,0.803,0.4,2.9,3.3,2.1,1,0.4,1.6,2.3,18.7,powelno01
71,SG,28,LAC,5,2,25,6.4,0.508,2.6,0.542,3.8,0.487,0.611,6,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8,21.4,powelno01
486,SF,19,SAS,50,16,19.3,2,0.374,0.8,0.307,1.2,0.444,0.452,0.9,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,primojo01
487,PF,27,MIN,69,8,17.1,2.6,0.454,1.2,0.376,1.3,0.565,0.564,0.9,0.756,0.4,2.1,2.5,1,0.7,0.3,0.8,1.7,7.3,princta02
488,PG,24,BOS,71,2,14.1,2.3,0.429,1.4,0.412,0.8,0.461,0.564,0.3,1,0.5,1.4,1.9,2,0.4,0.1,0.6,0.9,6.2,pritcpa01
489,SG,24,HOU,10,0,7.4,1.5,0.455,0.9,0.375,0.6,0.667,0.591,0.4,1,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,queentr01
490,C,22,SAC,15,0,8,1.1,0.447,0,,1.1,0.447,0.447,0.7,0.647,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,3,quetane01
491,PG,22,NYK,78,3,23.1,3.6,0.392,1.8,0.346,1.9,0.448,0.487,2.3,0.881,0.4,2.8,3.2,3.5,0.7,0,1.3,2.1,11.3,quickim01
492,SG,20,SAC,19,0,7.1,1.3,0.414,0.3,0.278,1,0.475,0.457,0.4,0.5,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,ramseja01
493,PF,27,NYK,72,72,35.3,7.1,0.411,1.7,0.308,5.4,0.458,0.459,4.2,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,randlju01
494,SG,23,LAL,61,19,23.2,2.4,0.459,0.9,0.317,1.5,0.616,0.542,1.6,0.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3,reaveau01
72,SF,22,TOT,49,7,20.7,3.4,0.404,1.3,0.359,2,0.442,0.485,2.1,0.902,0.5,1.6,2.1,1,1,0.3,1.2,1.2,10.1,reddica01
72,SF,22,ATL,34,7,23.4,4.1,0.402,1.7,0.379,2.4,0.421,0.487,2.1,0.9,0.6,1.9,2.5,1.1,1,0.3,1.3,1.3,11.9,reddica01
72,SF,22,NYK,15,0,14.3,1.8,0.415,0.5,0.258,1.3,0.559,0.477,1.9,0.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1,6.1,reddica01
495,SG,26,DEN,48,5,13.9,1.7,0.503,0.8,0.43,0.9,0.587,0.618,0.2,0.667,0.3,2,2.3,1.1,0.5,0.2,0.3,1.3,4.4,reedda01
496,C,22,PHI,38,2,7.9,1.4,0.563,0.1,0.25,1.4,0.591,0.573,0.2,0.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,reedpa01
497,C,22,MIN,77,6,15.8,3,0.489,0.7,0.343,2.3,0.568,0.549,1.5,0.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,reidna01
498,C,24,CHO,50,5,7.3,1.2,0.667,0,,1.2,0.667,0.667,0.6,0.698,0.7,1,1.7,0.3,0.2,0.4,0.5,1,3,richani01
73,SG,28,TOT,65,7,24.6,3.6,0.438,1.6,0.415,2,0.458,0.534,1.5,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1,1.8,10.2,richajo01
73,SG,28,BOS,44,0,24.7,3.5,0.443,1.4,0.397,2,0.481,0.534,1.4,0.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7,richajo01
73,SG,28,SAS,21,7,24.4,3.9,0.429,1.9,0.444,2,0.416,0.534,1.7,0.946,0.8,2.1,2.9,2.3,1,0.3,1.3,1.6,11.4,richajo01
499,SG,29,DEN,67,18,22.1,2.2,0.417,1.2,0.342,1,0.563,0.53,0.5,0.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6,riverau01
500,SG,27,MIA,79,68,25.9,3.7,0.399,2.9,0.372,0.7,0.569,0.559,0.6,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,robindu01
74,PG,24,TOT,25,0,12.2,1.1,0.301,0.7,0.295,0.4,0.313,0.398,0.2,0.5,0.2,0.7,0.8,1.3,0.4,0,0.7,1.1,3.1,robinju01
74,PG,24,MIL,17,0,11.6,1.1,0.316,0.6,0.27,0.5,0.4,0.404,0.1,1,0.1,0.6,0.8,1.2,0.5,0,0.6,1,2.8,robinju01
74,PG,24,SAC,3,0,5,0.3,0.125,0,0,0.3,0.2,0.125,0,,0,0.3,0.3,0.7,0,0,0.3,0.7,0.7,robinju01
74,PG,24,DET,5,0,18.2,1.8,0.321,1.6,0.381,0.2,0.143,0.464,0.4,0.333,0.4,1,1.4,1.8,0.2,0.2,1,1.6,5.6,robinju01
502,C,23,NYK,72,62,25.7,3.6,0.761,0,,3.6,0.761,0.761,1.2,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,robinmi01
501,C,21,OKC,49,36,22.2,2.7,0.414,1.2,0.352,1.6,0.478,0.503,0.8,0.741,1.5,4.1,5.6,1,0.6,0.3,0.8,1.5,7.5,robinje02
503,PF,23,OKC,45,28,21.1,3.7,0.514,1,0.444,2.7,0.545,0.582,1.7,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1,2.4,10.1,robyis01
75,PG,35,TOT,39,1,17.9,1.7,0.386,0.8,0.352,0.9,0.42,0.474,0.5,0.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,rondora01
75,PG,35,LAL,18,0,16.1,1.3,0.324,0.4,0.267,0.8,0.366,0.38,0.1,0.5,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1,rondora01
75,PG,35,CLE,21,1,19.4,2.1,0.429,1.1,0.397,1,0.468,0.538,0.9,0.75,0.2,2.6,2.8,4.9,0.9,0,1.6,1.5,6.2,rondora01
504,PG,33,NYK,26,4,24.5,4.7,0.445,1.4,0.402,3.3,0.467,0.513,1.2,0.968,0.8,2.2,3,4,0.8,0.5,1.5,0.6,12,rosede01
505,SG,30,ORL,63,0,23,3.5,0.397,1.2,0.292,2.3,0.493,0.467,1.8,0.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10,rosste01
506,SG,27,CHO,73,73,33.7,7.1,0.444,3,0.374,4.1,0.516,0.539,2.1,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,roziete01
507,PG,31,CLE,34,8,28.5,4.4,0.363,1.7,0.339,2.6,0.38,0.434,2.6,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,rubiori01
508,PG,25,MIN,65,65,32,6.2,0.411,2.7,0.34,3.5,0.492,0.502,3,0.825,0.4,2.9,3.3,7.1,1,0.3,2.5,2,18.1,russeda01
509,SF,24,BOS,1,0,5,1,0.2,1,0.2,0,,0.3,0,,0,0,0,0,1,0,0,0,3,ryanma01
76,PF-C,25,TOT,62,61,34.5,7.1,0.573,0.6,0.312,6.5,0.623,0.598,4,0.741,3.2,8.9,12.1,5.2,1,0.4,3.1,3.3,18.9,sabondo01
76,PF,25,IND,47,46,34.7,7,0.58,0.7,0.324,6.3,0.639,0.61,4.1,0.74,3.3,8.8,12.1,5,1,0.5,3,3.1,18.9,sabondo01
76,C,25,SAC,15,15,33.6,7.5,0.554,0.3,0.235,7.2,0.584,0.564,3.7,0.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9,sabondo01
510,C,22,OKC,22,2,19.1,2.6,0.574,0.6,0.448,2,0.625,0.639,1.1,0.828,1.5,2.7,4.2,0.9,0.3,0.7,1,2.4,7,sarrol01
77,SG-PG-SF,30,TOT,55,13,16.5,1.3,0.377,0.2,0.208,1.1,0.442,0.406,0.8,0.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,satorto01
77,SG,30,NOP,32,3,15,1,0.299,0.2,0.161,0.8,0.355,0.322,0.6,0.76,0.6,1.4,2,2.4,0.4,0,0.7,1,2.8,satorto01
77,SF,30,SAS,1,0,9,0,,0,,0,,,3,0.75,0,1,1,0,0,0,0,0,3,satorto01
77,PG,30,WAS,22,10,18.9,1.8,0.476,0.3,0.273,1.5,0.548,0.512,1,0.84,0.4,2.4,2.8,4.9,0.7,0.2,1,1.7,4.9,satorto01
511,SG,23,WAS,4,0,7.5,0.3,0.091,0.3,0.167,0,0,0.136,0.5,1,0.5,1.5,2,0,0.3,0,0.3,0,1.3,schakjo01
512,SF,24,ORL,38,1,12.3,1.4,0.419,0.7,0.329,0.7,0.56,0.519,0.3,0.8,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,schofad01
78,SG-PG,28,TOT,64,29,28.7,4.9,0.431,1.3,0.344,3.5,0.477,0.49,2.5,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,schrode01
78,SG,28,BOS,49,25,29.2,5.2,0.44,1.4,0.349,3.9,0.485,0.497,2.5,0.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4,schrode01
78,PG,28,HOU,15,4,26.9,3.7,0.393,1.3,0.328,2.4,0.439,0.461,2.3,0.872,0.4,2.9,3.3,5.9,0.8,0.2,2.6,2.5,10.9,schrode01
513,SF,25,CLE,2,0,5.5,1.5,0.5,0,0,1.5,0.6,0.5,0,,0.5,0.5,1,0,0.5,0.5,0,1,3,scotttr01
514,SG,21,LAC,18,0,6.7,1,0.391,0.3,0.286,0.7,0.48,0.457,0.4,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,scrubja01
515,SG,27,NYK,3,0,6.3,0.3,0.25,0.3,0.5,0,0,0.375,0.7,0.5,0,0.3,0.3,0.3,0,0,0,0.3,1.7,seldewa01
516,C,19,HOU,72,13,20.7,3.5,0.474,0.4,0.248,3.1,0.539,0.502,2.3,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2,3,9.6,sengual01
517,SG,23,CLE,11,11,28.7,6.2,0.45,1,0.244,5.2,0.538,0.487,2.6,0.744,1.2,2.1,3.3,2.1,0.9,0,2.8,2.3,16,sextoco01
518,SG,24,PHO,69,14,20.8,2.8,0.394,1.8,0.368,1,0.45,0.521,1,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,shamela01
519,PF,20,BRK,32,8,12.2,2.7,0.577,0.1,0.286,2.6,0.592,0.584,0.8,0.585,2.5,2.5,5,0.5,0.3,0.5,0.9,1.9,6.2,sharpda01
520,PF,27,TOR,68,68,37.9,8.8,0.494,1.1,0.344,7.7,0.527,0.525,4.2,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,siakapa01
79,PF,25,TOT,10,0,9.1,0.8,0.533,0,,0.8,0.533,0.533,1,0.833,1.3,2.3,3.6,0.7,0,0.1,0.8,2,2.6,silvach01
79,PF,25,MIN,1,0,3,0,,0,,0,,,0,,0,1,1,0,0,0,0,0,0,silvach01
79,PF,25,MIA,9,0,9.8,0.9,0.533,0,,0.9,0.533,0.533,1.1,0.833,1.4,2.4,3.9,0.8,0,0.1,0.9,2.2,2.9,silvach01
522,C,22,CHI,9,0,3.9,0.4,0.267,0.1,0.2,0.3,0.3,0.3,0.9,0.727,0.6,0.6,1.1,0,0.1,0.1,0.2,0.7,1.9,simonma01
521,SG,22,POR,57,30,29.5,6.2,0.443,3.1,0.405,3.1,0.49,0.555,1.8,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2,1.9,17.3,simonan01
523,PG,24,OKC,4,4,43.5,4.8,0.365,0.3,0.125,4.5,0.409,0.375,1.3,1,0.5,4.8,5.3,7.5,1.3,1,2.5,3.8,11,simpsza01
